iter	Logloss
473	0.3601117554
474	0.3599977196
475	0.3597989219
476	0.3596889118
477	0.3595236518
478	0.3594219011
479	0.3593228446
480	0.3592385959
481	0.3590994887
482	0.3590188173
483	0.3589035757
484	0.3587336167
485	0.3585969247
486	0.3585005262
487	0.3583013267
488	0.3581845978
489	0.3580723883
490	0.3578652604
491	0.3577647531
492	0.3576774165
493	0.3575064988
494	0.3574406924
495	0.3573609211
496	0.3572523079
497	0.3571538579
498	0.3570406131
499	0.3569664595
500	0.3568663814
501	0.3567199634
502	0.3565359323
503	0.3564474519
504	0.3563899075
505	0.3562213024
506	0.3560408422
507	0.3559235069
508	0.3557645772
509	0.355628245
510	0.3555008297
511	0.3553520363
512	0.3551955352
513	0.3550548004
514	0.3549251787
515	0.3547534196
516	0.3546817539
517	0.3546016533
518	0.3544685057
519	0.354355774
520	0.3542134448
521	0.3541118494
522	0.354007355
523	0.3539432052
524	0.3538824413
525	0.3538120855
526	0.3536622158
527	0.353560131
528	0.3533369365
529	0.3532387485
530	0.353120647
531	0.3530040924
532	0.3528956395
533	0.3527794762
534	0.352635322
535	0.3525652684
536	0.3524973548
537	0.3524329474
538	0.3523035305
539	0.3521510989
540	0.352021034
541	0.3518346097
542	0.3517161215
543	0.3516265224
544	0.351506777
545	0.3514408662
546	0.3513232799
547	0.3512508867
548	0.351097291
549	0.3509911298
550	0.350906859
551	0.3507574599
552	0.350635906
553	0.3505192646
554	0.3504301666
555	0.3503067659
556	0.3502500695
557	0.350114451
558	0.3499976745
559	0.3498533418
560	0.3497221599
561	0.3496112001
562	0.3494839526
563	0.3493902324
564	0.3492641361
565	0.3490980097
566	0.3489576357
567	0.3488467978
568	0.3487384634
569	0.3485892133
570	0.3485254524
571	0.3484612047
572	0.3483224989
573	0.3482621062
574	0.3481778565
575	0.3481079509
576	0.3479955194
577	0.3478364399
578	0.347730599
579	0.3475865812
580	0.3474655666
581	0.3473620477
582	0.3472447543
583	0.3470771465
584	0.3470040933
585	0.3468623529
586	0.3467757347
587	0.346674641
588	0.3465341122
589	0.3464499996
590	0.3463857322
591	0.3462927145
592	0.3461370187
593	0.3460088505
594	0.345959446
595	0.3457985326
596	0.3457392077
597	0.3456441099
598	0.3455101376
599	0.3454155553
600	0.3452990087
601	0.3452250395
602	0.345094388
603	0.3450267355
604	0.3449644164
605	0.3448322821
606	0.3447138028
607	0.3445834172
608	0.344484068
609	0.3443786485
610	0.3442775856
611	0.3440975231
612	0.3439729718
613	0.3439087032
614	0.3437631123
615	0.3436608435
616	0.3435793484
617	0.3434834292
618	0.3432961177
619	0.3432015169
620	0.3430504815
621	0.3429979226
622	0.3429219094
623	0.3427112058
624	0.3425905603
625	0.3423512774
626	0.3422364159
627	0.342116491
628	0.3420208178
629	0.341954316
630	0.3418718253
631	0.3417625968
632	0.3416984668
633	0.3416031471
634	0.3415244503
635	0.3414017557
636	0.3413153055
637	0.3411968999
638	0.3410828605
639	0.3409610332
640	0.3408553864
641	0.3407155105
642	0.3406208459
643	0.3405318622
644	0.3403846255
645	0.3402867281
646	0.3401922618
647	0.3401241428
648	0.3400260616
649	0.3399243976
650	0.3398569599
651	0.3396588489
652	0.339534355
653	0.3394601061
654	0.3393357806
655	0.3392240195
656	0.3391556926
657	0.3390840243
658	0.3389772624
659	0.3388405723
660	0.3387375633
661	0.3386734342
662	0.3385610066
663	0.3384361332
664	0.3383513464
665	0.3382700781
666	0.3381579404
667	0.3380551497
668	0.3378865841
669	0.33775649
670	0.3376135562
671	0.3375490787
672	0.3374987594
673	0.3374006311
674	0.3373339403
675	0.3371924462
676	0.3370842082
677	0.3370069812
678	0.3368378139
679	0.336729415
680	0.3366304607
681	0.3365308031
682	0.3364240648
683	0.3362683968
684	0.3361572679
685	0.336001682
686	0.3359119938
687	0.335811596
688	0.335732122
689	0.3356405369
690	0.3354987052
691	0.335427838
692	0.3352766129
693	0.3351692811
694	0.335063273
695	0.3349382809
696	0.3348055952
697	0.3347134356
698	0.3345709001
699	0.3345211074
700	0.334431152
701	0.3343369656
702	0.3342470595
703	0.3341878562
704	0.3340771679
705	0.334022231
706	0.3339568536
707	0.3337906746
708	0.3337431683
709	0.3336858526
710	0.3335596453
711	0.3335143249
712	0.3334001983
713	0.3333140882
714	0.3332391662
715	0.3330901229
716	0.3329610886
717	0.3328960951
718	0.3327914776
719	0.3327035708
720	0.3326119742
721	0.3325013757
722	0.3324011874
723	0.3322902007
724	0.3321805379
725	0.3320860278
726	0.3320068614
727	0.331898651
728	0.3317713139
729	0.3316867289
730	0.33157801
731	0.3314457655
732	0.3313491923
733	0.3312539156
734	0.3311871052
735	0.3311158836
736	0.3309994609
737	0.3308755653
738	0.3307837485
739	0.3306905189
740	0.3306226568
741	0.3305104436
742	0.3304123939
743	0.330317604
744	0.330220731
745	0.3301444681
746	0.3300678095
747	0.3299097276
748	0.3297451877
749	0.3296979389
750	0.3295139403
751	0.3293807181
752	0.3292601891
753	0.3290776906
754	0.3289866426
755	0.3289137305
756	0.3288525849
757	0.3287763809
758	0.3286686768
759	0.3285997828
760	0.3284839981
761	0.3283595936
762	0.3281805734
763	0.3281143088
764	0.3280400172
765	0.3279584965
766	0.3278387902
767	0.3277781555
768	0.3276730088
769	0.3276258824
770	0.3275151238
771	0.327455591
772	0.3273787141
773	0.3272448756
774	0.3271658273
775	0.3270693702
776	0.3269697673
777	0.3269211452
778	0.3267660732
779	0.3266785691
780	0.326543736
781	0.3264532731
782	0.3263243178
783	0.3262374206
784	0.3261550564
785	0.3261015278
786	0.3260298648
787	0.3259140667
788	0.3258431126
789	0.3257700185
790	0.3256895975
791	0.3256027801
792	0.325503879
793	0.3253082324
794	0.3251494667
795	0.3250577244
796	0.325021415
797	0.3249583547
798	0.3248412498
799	0.3247505058
800	0.3245833705
801	0.3244864337
802	0.3243531388
803	0.3242728613
804	0.3242130705
805	0.3241341188
806	0.3239658894
807	0.3238012034
808	0.3237182907
809	0.323632168
810	0.3235768143
811	0.3234984507
812	0.3234237536
813	0.3233526429
814	0.32327253
815	0.3231060723
816	0.3230057904
817	0.3229214105
818	0.3228484874
819	0.322811521
820	0.3227397625
821	0.3226470142
822	0.3225499212
823	0.322451684
824	0.322376578
825	0.3223091917
826	0.3222385261
827	0.3221660622
828	0.322091147
829	0.3219629088
830	0.3219001747
831	0.3217973812
832	0.3216909731
833	0.3216278048
834	0.3215590222
835	0.3214492809
836	0.3213691378
837	0.3212690375
838	0.3211386121
839	0.3210449888
840	0.3210143595
841	0.3209042478
842	0.3207924462
843	0.3207517431
844	0.3206560587
845	0.3205475277
846	0.3204691624
847	0.3203312946
848	0.3202106173
849	0.3201188251
850	0.3200668797
851	0.3200070421
852	0.3199100993
853	0.3198690988
854	0.3197671071
855	0.3197030582
856	0.3196074486
857	0.3195705544
858	0.3194640598
859	0.3194062205
860	0.3192969042
861	0.3192526436
862	0.3192174236
863	0.319154765
864	0.3191090474
865	0.3190690526
866	0.3189741261
867	0.3188742744
868	0.3188323569
869	0.3187166065
870	0.318585374
871	0.3185120044
872	0.3184312632
873	0.3183977429
874	0.3182946905
875	0.3182069082
876	0.3181158916
877	0.3180258296
878	0.3178994873
879	0.3178557674
880	0.3177593193
881	0.3176552208
882	0.3175687944
883	0.3174684963
884	0.3173573086
885	0.3172843713
886	0.3171810077
887	0.3171271619
888	0.31706895
889	0.3169985845
890	0.3168833638
891	0.3167981785
892	0.316707455
893	0.31660151
894	0.3165276039
895	0.3164364333
896	0.3163946315
897	0.3163409435
898	0.3162640268
899	0.3161675014
900	0.3160976791
901	0.3160225494
902	0.3159570988
903	0.3158707436
904	0.3158193021
905	0.3157191389
906	0.3156664526
907	0.3155893635
908	0.3155193823
909	0.3154387951
910	0.3153102694
911	0.3151974476
912	0.3151306231
913	0.3150654707
914	0.3149798104
915	0.3148972172
916	0.3148231285
917	0.3147447603
918	0.3146804359
919	0.3146214825
920	0.3145601806
921	0.3144791162
922	0.3143948127
923	0.3142948101
924	0.3142282512
925	0.3141835334
926	0.3140963138
927	0.3140360569
928	0.3139039248
929	0.3137988416
930	0.3136971802
931	0.3136087104
932	0.3135389312
933	0.31348641
934	0.3133457905
935	0.3132764994
936	0.3132147641
937	0.3131322906
938	0.3129789004
939	0.312927593
940	0.3128687087
941	0.3127858062
942	0.3127305316
943	0.3126562002
944	0.3126102957
945	0.3124713995
946	0.3123981845
947	0.3123346821
948	0.3122550059
949	0.312170575
950	0.3121011798
951	0.3120122235
952	0.3119357815
953	0.3118183005
954	0.3116747282
955	0.3116195965
956	0.3115547103
957	0.3115117128
958	0.311450799
959	0.3113577501
960	0.3113017723
961	0.3112210107
962	0.3111036258
963	0.3110748302
964	0.3110147534
965	0.3109090777
966	0.3108742422
967	0.3108380062
968	0.3108114575
969	0.3107473588
970	0.3106729352
971	0.3105444248
972	0.3104739667
973	0.3104142596
974	0.3103787853
975	0.3102948407
976	0.3101932958
977	0.3101319223
978	0.3101111105
979	0.3099493737
980	0.3098504413
981	0.3097878252
982	0.3097122472
983	0.3096317545
984	0.3095317252
985	0.3094453457
986	0.3093864163
987	0.3093023111
988	0.3092465744
989	0.3091781335
990	0.3091104805
991	0.3090031646
992	0.3089519704
993	0.3088904516
994	0.3088008985
995	0.3087301149
996	0.3086682963
997	0.3086410312
998	0.3086074827
999	0.3085362613
